date,½µÓê¾ùÖµ,Õô·¢,flow
2013/9/26,0.08,3.7,8.62
2013/9/27,0,3.2,12.7
2013/9/28,0,3.5,13.8
2013/9/29,0,3.7,17.2
2013/9/30,0,5.6,9.61
2013/10/1,0,4.8,8.67
2013/10/2,0,4.8,7.5
2013/10/3,0,5.5,8.56
2013/10/4,0,5.9,9.01
2013/10/5,0.08,4.2,13.7
2013/10/6,42.08,1.4,17.6
2013/10/7,4.25,0.8,57
2013/10/8,1.17,3.8,59.5
2013/10/9,0.08,2.4,26.2
2013/10/10,0,2.6,23.1
2013/10/11,0,5.3,16.5
2013/10/12,0,6.6,12.6
2013/10/13,0,3.6,12.3
2013/10/14,0,3.4,15.3
2013/10/15,0,5.3,12.3
2013/10/16,0,6.1,12.9
2013/10/17,0,2.6,12.4
2013/10/18,0.25,3.6,9.05
2013/10/19,0.17,1.5,6.87
2013/10/20,0,2.6,8.26
2013/10/21,0,3.9,7.61
2013/10/22,0,4.4,10.2
2013/10/23,0,4,12
2013/10/24,0,4.3,11.5
2013/10/25,0,4.9,9.42
2013/10/26,0,4.7,8.24
2013/10/27,0,3.4,8.37
2013/10/28,0,2.1,15.4
2013/10/29,0,3,9.06
2013/10/30,0,2.2,4.74
2013/10/31,0,2.6,3.27
2013/11/1,0.67,1.8,4.46
2013/11/2,9.33,0.9,7.23
2013/11/3,0.83,0.8,8.75
2013/11/4,0,3.6,9.81
2013/11/5,4.67,1.7,9.05
2013/11/6,0.08,1.4,15.2
2013/11/7,0,1.4,10
2013/11/8,0,2.3,7.8
2013/11/9,0,2.2,15.8
2013/11/10,13.42,1.3,14.6
2013/11/11,30.83,2.3,16.7
2013/11/12,21.33,1.9,48.3
2013/11/13,0,1,62.8
2013/11/14,0.33,1.1,37.7
2013/11/15,0,2.1,28
2013/11/16,0,2.5,12.1
2013/11/17,0,2,14.1
2013/11/18,0,2.8,15.5
2013/11/19,0,2.8,9.7
2013/11/20,0,1.6,5.85
2013/11/21,0,1.8,3.29
2013/11/22,0,2.4,3.88
2013/11/23,3,1,13.1
2013/11/24,18.58,0.3,19.1
2013/11/25,0,3.6,22.4
2013/11/26,0,1.4,13.5
2013/11/27,4.17,0.7,10.9
2013/11/28,0,2.1,8.98
2013/11/29,0,2.7,8.11
2013/11/30,0,2.6,10.8
2013/12/1,0,1.5,8.32
2013/12/2,0,1.8,8.89
2013/12/3,0,1.2,4.92
2013/12/4,0.08,1.5,8.03
2013/12/5,0,1.2,10
2013/12/6,0,1.1,8.68
2013/12/7,0,1.2,8.35
2013/12/8,1,0.4,9
2013/12/9,0,1.3,8.55
2013/12/10,0,2.2,8.92
2013/12/11,0,1.3,10.1
2013/12/12,0.33,1.9,9.25
2013/12/13,0,0.5,6.82
2013/12/14,2.33,0.4,7.63
2013/12/15,39.25,0.7,11.3
2013/12/16,61.08,1.3,122
2013/12/17,18.67,0.9,224
2013/12/18,0,0.9,155
2013/12/19,0,1.2,67
2013/12/20,0,1.8,49.1
2013/12/21,0,1.3,33.9
2013/12/22,0,1.7,29.5
2013/12/23,0,1.9,14.1
2013/12/24,0,1.8,10.7
2013/12/25,0,1.2,14.2
2013/12/26,0,1.3,17.5
2013/12/27,0,1.9,16.8
2013/12/28,0,1.6,17.9
2013/12/29,0,1.7,19.6
2013/12/30,0,1.2,19.4
2013/12/31,0,1.9,16.7
2014/1/1,0,1.3,13
2014/1/2,0,0.7,11.8
2014/1/3,0,1,12
2014/1/4,0,1.7,9.05
2014/1/5,0,1.5,9.43
2014/1/6,0,0.7,10.6
2014/1/7,6.5,0.5,10
2014/1/8,0,0.4,10.8
2014/1/9,0,1.9,12.7
2014/1/10,0,1,13.4
2014/1/11,1.75,0.3,11.2
2014/1/12,0.42,0.9,11.1
2014/1/13,2.5,0.4,10.9
2014/1/14,0,1.8,12
2014/1/15,0,1.8,10.7
2014/1/16,0,1.3,8.57
2014/1/17,0,1,8.5
2014/1/18,0,1.5,8.77
2014/1/19,0,2.1,8.43
2014/1/20,0,1.5,9.15
2014/1/21,0,2,7.97
2014/1/22,0,1.3,7.33
2014/1/23,0,2,7.28
2014/1/24,0,1,6.47
2014/1/25,0,1.1,5.23
2014/1/26,0,2.3,6.79
2014/1/27,0,1.6,6.78
2014/1/28,0,1.2,8.96
2014/1/29,0,1,8.89
2014/1/30,0,1.5,7.09
2014/1/31,0,2.2,6.72
2014/2/1,0,1.8,4.82
2014/2/2,0,2.1,7.32
2014/2/3,0,2.3,8.87
2014/2/4,0,3.6,9.41
2014/2/5,0,1.9,8.85
2014/2/6,8.42,0.6,6.78
2014/2/7,9.83,1.5,10.8
2014/2/8,14.5,1.7,20.4
2014/2/9,6.08,1.8,19.3
2014/2/10,0.08,1.4,31.7
2014/2/11,0,2.1,22.5
2014/2/12,6.58,0.7,23.4
2014/2/13,0.5,1.4,20.3
2014/2/14,0,0.6,11.1
2014/2/15,1.17,1.1,19.7
2014/2/16,17.17,0.4,11.1
2014/2/17,2.17,0.8,24.2
2014/2/18,26,0.1,41.2
2014/2/19,0,0.8,102
2014/2/20,0,1.9,54.5
2014/2/21,0,1.1,35.6
2014/2/22,0,1.8,33.4
2014/2/23,0.83,1.3,24.1
2014/2/24,9.25,0.1,17.8
2014/2/25,20.5,0.1,33.2
2014/2/26,0,0.4,54
2014/2/27,0,1,49.4
2014/2/28,12.83,0.5,41.9
2014/3/1,27.5,1.1,49
2014/3/2,4.92,1.5,166
2014/3/3,3.75,0.7,113
2014/3/4,0.83,1.2,75.2
2014/3/5,1.42,0.7,62.5
2014/3/6,9.33,1.4,59.3
2014/3/7,27.5,0.1,64.7
2014/3/8,3.33,0.3,126
2014/3/9,0,0.9,113
2014/3/10,0,2.2,76.4
2014/3/11,39.75,1.3,55.4
2014/3/12,16.33,0.1,251
2014/3/13,0,1.5,190
2014/3/14,0,2.4,104
2014/3/15,0,2.1,78.3
2014/3/16,0.42,0.7,62.7
2014/3/17,0,1.4,55.2
2014/3/18,0,1.3,50.8
2014/3/19,19.58,1.1,47.6
2014/3/20,3.5,3.3,65.2
2014/3/21,0,3.1,44.9
2014/3/22,0,2.9,36.4
2014/3/23,0,2.3,28.9
2014/3/24,0,2.1,19.5
2014/3/25,0,2.4,19.8
2014/3/26,5.83,1.9,21.2
2014/3/27,14.67,1.1,27.8
2014/3/28,38.25,1.7,43.4
2014/3/29,2.42,2.4,141
2014/3/30,7.25,2.8,110
2014/3/31,20.42,1.2,92.5
2014/4/1,0,1,119
2014/4/2,4.17,1.8,90.9
2014/4/3,0.5,1.5,75
2014/4/4,0,2.9,54.2
2014/4/5,0,3.1,43.3
2014/4/6,6.08,1.5,39.1
2014/4/7,6.75,0.4,37
2014/4/8,6.25,1.4,51.3
2014/4/9,0,3,53.9
2014/4/10,0.17,2.6,42.4
2014/4/11,0,2.3,32.3
2014/4/12,0.83,1.5,25.1
2014/4/13,0,2.9,23.5
2014/4/14,0,3.7,21.3
2014/4/15,0,5.4,22.9
2014/4/16,0,2.8,23.9
2014/4/17,0,2.4,20.5
2014/4/18,0,4.3,17.5
2014/4/19,17.5,3.5,16.8
2014/4/20,0.08,4.1,28.2
2014/4/21,37.92,2.9,30.6
2014/4/22,0.08,3.2,128
2014/4/23,18.08,1.9,101
2014/4/24,33.17,1.1,103
2014/4/25,37.5,1.2,236
2014/4/26,2,0.6,402
2014/4/27,0.08,2.6,160
2014/4/28,0,3.9,103
2014/4/29,1,2.8,79.1
2014/4/30,0,2,63.2
2014/5/1,0,3.1,53.5
2014/5/2,0,4,47.6
2014/5/3,0,5.5,45
2014/5/4,22.42,2,48.1
2014/5/5,0,3.1,65.2
2014/5/6,0,3.5,52.4
2014/5/7,0,3.1,32.7
2014/5/8,5,3.8,26.8
2014/5/9,3.17,2,28.2
2014/5/10,0.17,1.1,27.6
2014/5/11,47.33,0.3,37.5
2014/5/12,9.5,1.1,157
2014/5/13,10.17,1.4,131
2014/5/14,48.92,0.7,344
2014/5/15,10.67,1.7,279
2014/5/16,2.08,1.2,171
2014/5/17,42.58,0.9,210
2014/5/18,34.08,1.5,313
2014/5/19,8.67,1.2,656
2014/5/20,0,5,260
2014/5/21,31.5,5,152
2014/5/22,50.5,1.2,462
2014/5/23,1.08,0.6,567
2014/5/24,1.08,1.2,206
2014/5/25,0.67,0.9,139
2014/5/26,1.33,1.4,111
2014/5/27,0.08,1.2,107
2014/5/28,0,2.6,78.6
2014/5/29,1.42,2.4,70
2014/5/30,8.33,2.1,79.3
2014/5/31,1.25,0.7,72.3
2014/6/1,27.67,1.9,65.6
2014/6/2,0.08,1.1,151
2014/6/3,0,4.4,93.2
2014/6/4,0,4.3,66.9
2014/6/5,5.17,1.7,70
2014/6/6,11.92,0.5,61.4
2014/6/7,2.83,1.5,88.3
2014/6/8,1.92,3.6,80.8
2014/6/9,0,4.2,55.1
2014/6/10,0,6.3,52.9
2014/6/11,0,6.4,38.6
2014/6/12,0,4.4,30.2
2014/6/13,0,5.5,33.9
2014/6/14,0,4.9,26.8
2014/6/15,1.25,4,23.4
2014/6/16,0.17,3.3,27.2
2014/6/17,51.08,3,31.8
2014/6/18,59.75,1.8,460
2014/6/19,17.33,0.9,279
2014/6/20,14.67,0.3,238
2014/6/21,4.5,1.1,194
2014/6/22,78.58,2.3,150
2014/6/23,57.58,1.5,908
2014/6/24,14.83,0.4,485
2014/6/25,2,2.6,319
2014/6/26,0,1.4,173
2014/6/27,6.5,1.6,134
2014/6/28,19.33,4.7,148
2014/6/29,23.75,4.3,161
2014/6/30,2,1.9,243
2014/7/1,8.42,3.2,143
2014/7/2,7.58,4,126
2014/7/3,3.75,2.2,117
2014/7/4,0,3.2,98.5
2014/7/5,0,3.8,79
2014/7/6,0,5,66.8
2014/7/7,3.17,4.8,67
2014/7/8,3.42,3.6,52.5
2014/7/9,4.08,4.6,46.2
2014/7/10,8,5,48.5
2014/7/11,2.83,5.8,51.9
2014/7/12,0,5.5,47.9
2014/7/13,20.33,4.9,42.6
2014/7/14,12.42,2.3,67.5
2014/7/15,0,4.6,57.8
2014/7/16,0.33,4.4,56.1
2014/7/17,0,6.8,43.8
2014/7/18,0,6.9,35.4
2014/7/19,0,5.9,28.3
2014/7/20,0.83,6.3,29.9
2014/7/21,0,6.2,30.4
2014/7/22,0,7.9,31
2014/7/23,36.25,4.1,38.9
2014/7/24,44.75,1.6,249
2014/7/25,1.17,3.1,365
2014/7/26,4.83,5.5,130
2014/7/27,5.42,6.4,87.4
2014/7/28,31.08,6.8,90.1
2014/7/29,2.42,5.9,113
2014/7/30,0.17,5.8,78
2014/7/31,0.92,6.3,55.8
2014/8/1,0,6.8,43.4
2014/8/2,9.83,5.5,51.2
2014/8/3,15.75,6,56.5
2014/8/4,4.83,5.9,63
2014/8/5,0.17,5.9,43.8
2014/8/6,13.92,5,20.7
2014/8/7,1.5,5.7,61.8
2014/8/8,7.5,4.8,49.5
2014/8/9,0.08,5.5,47.5
2014/8/10,7.67,5,47.9
2014/8/11,7.83,4.1,55.3
2014/8/12,1.92,3.7,50.9
2014/8/13,34.08,4.6,42.4
2014/8/14,14.58,2.5,133
2014/8/15,0,2.9,139
2014/8/16,23,6.3,79.2
2014/8/17,10.5,2.8,166
2014/8/18,26.33,5.4,159
2014/8/19,96.58,3.9,239
2014/8/20,10.92,1.4,854
2014/8/21,0.58,1.8,242
2014/8/22,1.83,3.2,140
2014/8/23,0.08,3.6,110
2014/8/24,1.17,4.8,88.2
2014/8/25,2.67,4.8,72.7
2014/8/26,0.5,6.3,69.6
2014/8/27,0,4.8,69.5
2014/8/28,0.67,6.6,58.2
2014/8/29,0.75,6.1,43
2014/8/30,1,5.3,40.3
2014/8/31,0,4.4,46
2014/9/1,0,4.4,45.7
2014/9/2,7.17,6.1,46.5
2014/9/3,1.58,4,48.5
2014/9/4,0.25,4.9,46.6
2014/9/5,5.17,1.3,48.3
2014/9/6,0,5.4,43.4
2014/9/7,0,4.3,33.1
2014/9/8,0,4.3,25.4
2014/9/9,0.83,4.8,26.1
2014/9/10,2.25,4.6,29
2014/9/11,0.67,4.3,33.9
2014/9/12,0,4,30.1
2014/9/13,3,4.7,26.8
2014/9/14,0,3.6,24.9
2014/9/15,0,7.3,30
2014/9/16,0,4.8,28.3
2014/9/17,0,4.7,30.1
2014/9/18,7.75,5.8,23.5
2014/9/19,2.25,6.7,18.4
2014/9/20,4.08,5,27.9
2014/9/21,2.08,3,35.3
2014/9/22,0.08,2,36.8
2014/9/23,0,2,31.4
2014/9/24,2.75,3.2,29.1
2014/9/25,1.67,4.3,20
2014/9/26,0,3.8,22.1
2014/9/27,0,4,31.1
2014/9/28,0,3.5,21.9
2014/9/29,0,3.6,17.1
2014/9/30,0.75,6.3,25.1
2014/10/1,0,3.1,17.8
2014/10/2,0,4,19.5
2014/10/3,0,5.7,16.9
2014/10/4,0,5.9,18.7
2014/10/5,0,5.7,14.8
2014/10/6,0,5.2,15.9
2014/10/7,0,4.6,11.1
2014/10/8,0,5.3,13.5
2014/10/9,0,4.3,17.7
2014/10/10,0,5.2,13.6
2014/10/11,0,4.7,15.5
2014/10/12,0,4.1,12.2
2014/10/13,0,4.3,12.9
2014/10/14,0,4.2,12.2
2014/10/15,0,3.3,18.4
2014/10/16,0,4.6,11.8
2014/10/17,0,3.7,12.8
2014/10/18,0,3.1,18.1
2014/10/19,0,3.1,23.8
2014/10/20,0,2.8,22.5
2014/10/21,9.58,2.5,19.5
2014/10/22,0,3.8,18.1
2014/10/23,0,4.1,13.6
2014/10/24,0,2.9,12
2014/10/25,0,2.7,10.4
2014/10/26,0,2,12.7
2014/10/27,0,4.1,19.7
2014/10/28,0,4.1,12.9
2014/10/29,0,2.2,9.45
2014/10/30,0,2.5,8.69
2014/10/31,0,1.8,6.3
2014/11/1,18.92,2.9,8.51
2014/11/2,0.08,3.9,22.1
2014/11/3,0,3.9,17.1
2014/11/4,0,3,13.4
2014/11/5,0,2.1,13.6
2014/11/6,0,3.7,11.2
2014/11/7,9.25,1.9,16.2
2014/11/8,0.83,1.4,24.8
2014/11/9,0.75,1.7,16.8
2014/11/10,0.92,1.5,25.6
2014/11/11,0.75,1,14.8
2014/11/12,0.17,1,8.19
2014/11/13,0,3.4,21.7
2014/11/14,0,2.3,14.8
2014/11/15,0.83,1.7,13
2014/11/16,0,1.9,14.5
2014/11/17,0,3.9,12.7
2014/11/18,0,4.4,11.7
2014/11/19,0,1.3,11.7
2014/11/20,0.42,1.5,10.9
2014/11/21,0,1.3,12.4
2014/11/22,0,1.5,12.5
2014/11/23,0,1.5,5.02
2014/11/24,0.08,1.4,2.96
2014/11/25,2.92,2.2,4.1
2014/11/26,0,1.9,9.35
2014/11/27,0,1.9,12.5
2014/11/28,0.08,1.6,12.9
2014/11/29,1.25,0.8,7.4
2014/11/30,1.25,2.7,11.5
2014/12/1,0,4.3,9.09
2014/12/2,0,2.8,10.6
2014/12/3,14.42,1.9,11.9
2014/12/4,0,2.7,11.4
2014/12/5,0,2.3,8.68
2014/12/6,0,1.8,12.3
2014/12/7,0,1.4,11.1
2014/12/8,0,3.8,10.1
2014/12/9,0,2,10.4
2014/12/10,0,1.6,12.3
2014/12/11,0.08,1.5,10.3
2014/12/12,0,2.4,10.1
2014/12/13,0,1.9,11.2
2014/12/14,0,1.8,9.57
2014/12/15,0.42,1.4,10.6
2014/12/16,0,3,10.9
2014/12/17,0,2.3,11.1
2014/12/18,0,1.8,10.6
2014/12/19,0,1.2,10.3
2014/12/20,0,1.3,6.06
2014/12/21,0,1.9,3.14
2014/12/22,0,1.5,5.46
2014/12/23,0,1.4,6.63
2014/12/24,0,1.1,10.6
2014/12/25,0,1.7,15.1
2014/12/26,0,1.6,14.6
2014/12/27,3.92,0.9,10.5
2014/12/28,0.25,0.8,20.8
2014/12/29,0,1.3,10.8
2014/12/30,0,1.2,3.53
2014/12/31,0,1.3,3.9
2015/1/1,0,1.7,10.7
2015/1/2,0,1.5,5.18
2015/1/3,0,1.5,7.46
2015/1/4,0,1.2,7.7
2015/1/5,0,0.6,7.77
2015/1/6,10.5,1.1,9.15
2015/1/7,0,1.5,9.56
2015/1/8,0,1.8,10.1
2015/1/9,0,1.6,11.6
2015/1/10,0,1,9.44
2015/1/11,0,1,7.27
2015/1/12,7.33,0.6,8.06
2015/1/13,16.42,0.8,16.7
2015/1/14,0,0.8,15.2
2015/1/15,0,1.7,9.19
2015/1/16,0,1.3,5.55
2015/1/17,0,2.2,9.61
2015/1/18,0,1.7,9.14
2015/1/19,0,1.7,7.8
2015/1/20,0,1.2,9.23
2015/1/21,0,2,8.69
2015/1/22,0,2.1,7.55
2015/1/23,0,1.8,5.6
2015/1/24,0,1.3,6.49
2015/1/25,0.08,0.3,5.68
2015/1/26,0,0.8,7.4
2015/1/27,0,2.1,8.84
2015/1/28,0,2.3,7.63
2015/1/29,2.58,1.5,6.64
2015/1/30,0.83,1.6,6.08
2015/1/31,0.17,1.6,6.22
2015/2/1,0.33,1.2,7.59
2015/2/2,1.75,0.2,7.95
2015/2/3,0.17,0.8,7.27
2015/2/4,0.17,0.7,7.56
2015/2/5,0,2,6
2015/2/6,0,2,13.3
2015/2/7,0,1.2,13.2
2015/2/8,0,3.4,6.24
2015/2/9,0,2.4,2.76
2015/2/10,0,1.7,4.6
2015/2/11,0,1.6,2.54
2015/2/12,0,1.8,3.76
2015/2/13,0,1.8,9.86
2015/2/14,1.75,0.8,6.05
2015/2/15,4,0.2,9.55
2015/2/16,1.5,0.9,7.94
2015/2/17,1,0.8,7.66
2015/2/18,0.58,1.8,9.3
2015/2/19,4.67,2.2,8.9
2015/2/20,11.92,0.8,8.78
2015/2/21,6.67,0.1,12.3
2015/2/22,16.08,0.6,13.9
2015/2/23,15.08,0.2,20.3
2015/2/24,0.75,0.8,37.3
2015/2/25,16.33,0.5,34.3
2015/2/26,6.75,2.1,39.2
2015/2/27,0.17,2.7,49.4
2015/2/28,10.33,1.6,27.9
2015/3/1,0,1.7,28.5
2015/3/2,5.17,0.6,25.7
2015/3/3,11.58,1,28.7
2015/3/4,21.75,1.3,43.8
2015/3/5,30.25,0.5,90.1
2015/3/6,5.33,0.1,181
2015/3/7,29.5,0.5,92.1
2015/3/8,4.75,0.4,193
2015/3/9,0,2.7,128
2015/3/10,0.33,1.2,69
2015/3/11,2.83,0.3,52.4
2015/3/12,0.08,1.4,49.8
2015/3/13,0.75,1.5,38
2015/3/14,46.17,0.1,50.1
2015/3/15,20.67,0.1,150
2015/3/16,0.08,0.4,197
2015/3/17,0.25,1.4,113
2015/3/18,0,1.7,76.1
2015/3/19,0,2.8,54.4
2015/3/20,0,2.6,46.7
2015/3/21,0,2.6,36
2015/3/22,0.92,4.1,32.3
2015/3/23,3.25,2.1,31.9
2015/3/24,0,4,32
2015/3/25,0,4.3,13.6
2015/3/26,6.83,0.5,21.5
2015/3/27,0,1.9,14.6
2015/3/28,0,2.3,14.6
2015/3/29,0,2,14.6
2015/3/30,8.33,0.7,10.9
2015/3/31,0,1.4,15.5
2015/4/1,0,2.6,17.3
2015/4/2,0.92,3.3,14.8
2015/4/3,0.08,2.5,14.1
2015/4/4,0.75,3.7,9.55
2015/4/5,0,4,11.7
2015/4/6,7.17,5.6,11.8
2015/4/7,9.83,4.2,13.4
2015/4/8,0.58,3.2,17
2015/4/9,12,1.1,25.1
2015/4/10,0,1,25.1
2015/4/11,0,2.9,19.2
2015/4/12,0,2.3,19.6
2015/4/13,0,5.2,18.6
2015/4/14,0,4.3,9.77
2015/4/15,0,2.5,12.9
2015/4/16,0,3.5,9.18
2015/4/17,0.08,3.8,8.74
2015/4/18,3.42,1,10.5
2015/4/19,48.33,1.5,29.3
2015/4/20,12.5,1.4,97.3
2015/4/21,0,2.2,117
2015/4/22,0,3.1,67.9
2015/4/23,0,2.8,50.4
2015/4/24,0.25,2.1,40.6
2015/4/25,0,2.1,35.1
2015/4/26,0,2.9,30.9
2015/4/27,9.33,0.8,33.1
2015/4/28,0.08,1.1,31.7
2015/4/29,0,2.6,27.9
2015/4/30,0,5.2,17.8
2015/5/1,8.08,1.2,17.2
2015/5/2,24,1.2,23.7
2015/5/3,0,3.4,44.8
2015/5/4,22.17,3.2,34
2015/5/5,5.75,2.3,54.7
2015/5/6,6.25,0.8,55.7
2015/5/7,0.5,2.3,66.1
2015/5/8,20.58,1.6,50.6
2015/5/9,0,2.6,74.8
2015/5/10,3.25,0.7,67.5
2015/5/11,14.5,2.4,55.9
2015/5/12,0,4.6,65.7
2015/5/13,0,3.9,46.4
2015/5/14,7,1.8,47
2015/5/15,23.92,2.8,37.7
2015/5/16,33.58,0.7,156
2015/5/17,9.42,1.6,170
2015/5/18,34.5,2.9,164
2015/5/19,19.5,0.7,319
2015/5/20,0.5,3.7,284
2015/5/21,1.92,4,135
2015/5/22,7.67,1.7,94.9
2015/5/23,3.17,1,82.5
2015/5/24,0.33,2,80.3
2015/5/25,0,1.1,61.4
2015/5/26,2.92,2.6,53.7
2015/5/27,14.17,0.8,51
2015/5/28,0.67,1.7,63.1
2015/5/29,23.08,2,49.1
2015/5/30,9,1.5,108
2015/5/31,7.33,1.6,113
2015/6/1,7.92,2,77.9
2015/6/2,0,2.6,68.2
2015/6/3,37.33,3.2,72.2
2015/6/4,40.17,1.9,349
2015/6/5,0.08,1.4,299
2015/6/6,0.17,1.7,139
2015/6/7,3.08,1.4,101
2015/6/8,2,1,95.4
2015/6/9,5.42,0.6,82.1
2015/6/10,30.75,2.3,83.2
2015/6/11,15.83,1.3,205
2015/6/12,5.83,1.8,170
2015/6/13,21.42,3.2,142
2015/6/14,2.67,1.5,235
2015/6/15,0,3,140
2015/6/16,0,4.7,99.9
2015/6/17,2,3.8,73.2
2015/6/18,5,1.8,75.4
2015/6/19,17.75,2.2,57
2015/6/20,17.08,2,63.7
2015/6/21,19.25,3.9,81
2015/6/22,0,2.3,127
2015/6/23,0.92,3.5,79.1
2015/6/24,0.08,3.3,56
2015/6/25,0.67,3.7,48.6
2015/6/26,0,3,49.1
2015/6/27,0,3.9,40.4
2015/6/28,0,3.8,36.6
2015/6/29,0,3.7,40.5
2015/6/30,0,4.1,28.6
2015/7/1,12.75,4,25
2015/7/2,12.17,1.7,62.6
2015/7/3,77.83,0.7,223
2015/7/4,32.75,1.3,740
2015/7/5,7.58,1.4,297
2015/7/6,0.5,3,153
2015/7/7,8.58,2.4,111
2015/7/8,0,2.6,107
2015/7/9,0,3.5,88.9
2015/7/10,2.75,1.5,73.3
2015/7/11,0.33,1.6,76.1
2015/7/12,0,3.4,68.5
2015/7/13,0,4,43.6
2015/7/14,0,4.9,47.1
2015/7/15,0,4.1,40.9
2015/7/16,0.25,4.8,34.9
2015/7/17,4.08,5.1,25.6
2015/7/18,0.25,4.8,43.3
2015/7/19,0,4.8,32
2015/7/20,6.17,3.5,32.6
2015/7/21,10,2.5,47.5
2015/7/22,23.42,1.8,50.6
2015/7/23,3.75,3,90.6
2015/7/24,3.75,3.1,72
2015/7/25,0.42,2.8,64
2015/7/26,0,4.6,44.1
2015/7/27,0,5.1,47
2015/7/28,0,5.5,37.9
2015/7/29,10.67,5.6,38
2015/7/30,0,3.1,36.1
2015/7/31,0,4.5,32.6
2015/8/1,0,6.4,33.3
2015/8/2,0,5.8,32.3
2015/8/3,0.58,5.4,17.2
2015/8/4,0.08,6.7,17.9
2015/8/5,3.42,7.9,11.1
2015/8/6,0,7.3,24.9
2015/8/7,0.42,4.7,22.4
2015/8/8,52.75,3.6,33.6
2015/8/9,20.92,1.2,298
2015/8/10,4.58,0.9,210
2015/8/11,4.75,1.6,104
2015/8/12,9.75,2.6,75.5
2015/8/13,15.25,3.1,83.5
2015/8/14,9.92,2.1,101
2015/8/15,11.08,2.6,137
2015/8/16,9.92,2,130
2015/8/17,0.33,3.7,121
2015/8/18,0,5.1,83.4
2015/8/19,0,5.2,69.8
2015/8/20,4.25,4.7,65.8
2015/8/21,0.17,5.9,60.9
2015/8/22,0,4.2,52.6
2015/8/23,0,6.6,41.3
2015/8/24,0,4.8,37.5
2015/8/25,0,5.1,26
2015/8/26,0.25,4.7,19.6
2015/8/27,0,5.2,21
2015/8/28,17.83,3.4,17
2015/8/29,2,2.2,38
2015/8/30,1.17,2.3,28.8
2015/8/31,9.08,4,29.9
2015/9/1,3.25,2.2,32.7
2015/9/2,10.67,2,38.3
2015/9/3,7.58,3.4,62.1
2015/9/4,0.5,3.7,48.2
2015/9/5,11.08,2.8,39.2
2015/9/6,23.25,3.5,114
2015/9/7,0.17,4,145
2015/9/8,0,5.2,78.5
2015/9/9,0,3.7,54.5
2015/9/10,0,4.9,43.7
2015/9/11,0,4.8,35.5
2015/9/12,0,4.8,35.3
2015/9/13,0,3.2,29.6
2015/9/14,0,3.1,25.7
2015/9/15,0,2.7,27.6
2015/9/16,0,3.8,27.9
2015/9/17,0,4.5,12.1
2015/9/18,0.25,3.5,12.7
2015/9/19,6.42,2.6,22.3
2015/9/20,16.25,1.6,26.1
2015/9/21,16.67,1.2,40.2
2015/9/22,6.5,0.7,31.1
2015/9/23,0.83,2.3,48.1
2015/9/24,0,3.3,35.8
2015/9/25,2.5,2.5,47.3
2015/9/26,0,2.8,39.3
2015/9/27,0,5.2,36.9
2015/9/28,1.33,3.4,33.9
2015/9/29,33.83,0.9,71.4
2015/9/30,10.58,1,109
2015/10/1,1,2.2,97.5
2015/10/2,0,4.1,81.9
2015/10/3,0.08,2.2,54.3
2015/10/4,0,2.8,49.7
2015/10/5,0,2.8,40.4
2015/10/6,6.17,2.5,39.8
2015/10/7,20.83,1,35.4
2015/10/8,14.33,1.6,61.2
2015/10/9,0.08,3.1,103
2015/10/10,0,3.4,81.7
2015/10/11,0,4.9,57.5
2015/10/12,0,3.7,57.6
2015/10/13,0,3.2,51.6
2015/10/14,0,3.3,37
2015/10/15,0,3.7,30.5
2015/10/16,0,3.5,29.6
2015/10/17,0,3.5,21
2015/10/18,0,3.6,23
2015/10/19,0,3.2,16.2
2015/10/20,0,3,11.7
2015/10/21,0,4.8,9.92
2015/10/22,0,3.9,18.4
2015/10/23,0,3,24.5
2015/10/24,0,3.1,23.4
2015/10/25,0,3.6,16.6
2015/10/26,7.67,3,13.8
2015/10/27,0,2.9,20.7
2015/10/28,0.33,2.3,23.7
2015/10/29,9.08,1.5,19.5
2015/10/30,22.83,2,30.8
2015/10/31,20.58,1.8,42.4
2015/11/1,3.5,1.5,71.4
2015/11/2,0,2.4,58.7
2015/11/3,2.33,1.2,42.3
2015/11/4,0.17,0.7,32.1
2015/11/5,0,1,32.1
2015/11/6,0,1.3,41.6
2015/11/7,0,1.4,29.2
2015/11/8,1.17,1.5,25.7
2015/11/9,1.92,3.8,27.7
2015/11/10,25.08,4.1,20.6
2015/11/11,4.92,0.8,42.1
2015/11/12,32,0.5,65.9
2015/11/13,11.42,0.8,152
2015/11/14,0.17,0.4,128
2015/11/15,3.33,0.8,85.1
2015/11/16,58.67,4.2,116
2015/11/17,9.08,1.9,392
2015/11/18,0.42,1.2,197
2015/11/19,0,0.9,105
2015/11/20,0,1.1,82.2
2015/11/21,9.42,0.9,72.1
2015/11/22,0,1.4,74.5
2015/11/23,0,1.5,63.2
2015/11/24,1.25,3,54.3
2015/11/25,0.17,3.4,46.5
2015/11/26,0,3.8,39.3
2015/11/27,0,2,36.6
2015/11/28,0.42,1.3,31.7
2015/11/29,2.08,0.7,32.4
2015/11/30,0,0.6,31.4
2015/12/1,0.17,0.9,20.9
2015/12/2,5.5,0.8,32.8
2015/12/3,0,1.9,31.7
2015/12/4,2.33,2.3,27.4
2015/12/5,36.17,1.7,35.1
2015/12/6,0,1.3,102
2015/12/7,0.17,1.7,66
2015/12/8,2.5,1,59.4
2015/12/9,23.5,0.3,48.2
2015/12/10,0.67,0.8,107
